id,name,type,city,region,country,latitude,longitude,short_description,full_description,image_url,gallery_urls,dog_friendly_level,amenities,rules,website_url,contact_phone,contact_email,price_range,opening_hours,rating,tags
8fa25f42-daed-52ed-86fb-cefa49159893,Lago di Martignano,lake / trail,Rome,,00061 Anguillara Sabazia RM,,,,"Lago di Martignano is a tranquil volcanic lake a short drive from Rome. The shores offer soft lawns, quiet beaches, and a dedicated dog section where pets can roam free, swim, and play in the water. Visitors enjoy picnics, yoga, and long hikes along the 6 km perimeter trail. Facilities include basic food kiosks, toilets, and sunbeds in summer. The area is part of a protected park, so the air and water are clean and refreshing.",,,,,,https://lake-martignano.wheree.com/,,,,,,
14408a6e-abd1-550d-99ca-31cf082c3915,Villa Borghese Gardens,park,Rome,,00197 Roma,,,,"The Villa Borghese Gardens are among Rome’s largest and most famous parks, offering elegant landscaping, shaded alleys, fountains, and wide open lawns. There are several dog areas (Area Cani) with fencing where pets can run safely, and numerous kiosks selling water and snacks. The park also connects to panoramic terraces like the Pincio, where owners and dogs can enjoy sunset views over Piazza del Popolo.",,,,,,https://www.turismoroma.it/en/places/villa-borghese-gardens,,,,,,
6ed6d015-4355-5aaf-ac3d-2f188e1f9c59,Policlinico Veterinario Roma Sud (CVRS),vet / emergency 24h,Rome,,00128 Roma,,,,"This is one of the largest veterinary hospitals in Rome, with 24/7 emergency service, diagnostic imaging, intensive care, and specialist consultations. It has its own ambulance service, making it a vital resource in urgent situations. The clinic also offers advanced surgeries and exotic animal care. The staff is praised for professionalism and responsiveness.",,,,,,https://www.cvrs.it/pronto-soccorso/,,,,,,
910827ae-5d76-5b2f-b2b6-5a288d59f3fc,Villa Borghese Gardens (Area Cani),park / dog area,Rome,,00197 Roma,,,,"One of Rome’s signature parks with elegant paths, ponds and lawns, plus multiple signed ‘Area Cani’ spaces where dogs can safely run. The Pincio terrace edges the park with sweeping sunset views over Piazza del Popolo, turning everyday walks into photo moments. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,https://www.turismoroma.it/en/places/villa-borghese-gardens,,,,,,
b16678b8-1cd8-5fbe-a621-67c8674fd432,Villa Doria Pamphilj,park / trail,Rome,,00152 Roma,,,,"Rome’s largest public park: rolling meadows, pine groves and lakeside trails where leashed dogs can roam for miles. It’s a locals’ favorite for weekend jogs and long sniffaris, with plenty of shade and alternative loops to keep things interesting. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,https://www.turismoroma.it/en/places/villa-doria-pamphilj,,,,,,
1e636767-73f7-5efc-8c74-8ba36b1996b0,Parco degli Acquedotti (Appia Antica),park / trail,Rome,,00174 Roma,,,,"Open fields among monumental Roman aqueducts create a dramatic backdrop for relaxed leash walks and recall practice on long lines. Flat terrain and huge sightlines make it stress‑free for reactive dogs if you choose quieter times. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,https://www.parcoappiaantica.it/it/point-of-interest/parco-degli-acquedotti/,,,,,,
aafd60ce-4b6b-5df9-9dac-f923afa4e4b3,Parco della Caffarella,park / trail,Rome,,00179 Roma,,,,"A countryside‑like valley inside the city with pastures, streams and scattered ruins; it’s calm, green and perfect for decompression. Birdsong and breeze replace traffic noise, and you’ll find long, gentle gradients that suit all ages of dogs. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,https://en.wikipedia.org/wiki/Park_of_the_Caffarella,,,,,,
cb0ad67c-931b-53dd-b118-d75d72466b26,Giardino degli Aranci (Parco Savello),park / belvedere,Rome,,00153 Roma,,,,"A compact, fragrant garden on the Aventine Hill with one of the city’s best skyline views—perfect for short, soulful strolls. Benches and shade make it a pleasant pause on longer itineraries across Testaccio, Trastevere and the Tiber. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,"https://en.wikipedia.org/wiki/Orange_Garden,_Rome",,,,,,
28d38554-80b2-5502-9fe4-3ff549b8252b,Villa Celimontana,park / trail,Rome,,00184 Roma,,,,"Historic villa‑park near the Colosseum with lawns, mature trees and summer cultural events. It’s a quiet, handy green pocket when sightseeing around the Forum and Colosseum. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,https://en.wikipedia.org/wiki/Villa_Celimontana,,,,,,
b0fdd75e-4eb3-522a-8263-7e667439c77d,Parco del Pineto (Pineta Sacchetti),park / trail,Rome,,00136 Roma,,,,"A wilder urban park of meadows and wooded slopes between Balduina and Aurelio; there’s also a fenced dog area near Via Proba Petronia. Expect birdsong, skyline glimpses and dirt trails close to home. Expect wide paths and mixed terrain that’s kind to paws, with shade pockets and benches for water breaks. Go early or at golden hour in summer to avoid heat; bring a collapsible bowl and extra bags. Leash rules vary by area—check signage at each entrance and respect protected habitats.",,,,,,https://romanatura.roma.it/parco-regionale-urbano-del-pineto/parco-regionale-urbano-del-pineto-non-solo-pini/,,,,,,
